#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
1464,211329312,石木,IV,3924,26600860,4862775,7649856,258295,253342,20093,0,3261487,3867995,11.66,100,,,
1465,210394588,24 X҉ Tường,IV,3924,25286384,3532272,6320869,560715,34503,84701,0,4305220,3858405,7.2,100,,,
1467,210269601,KLUYUTᶻ,IV,3924,18794483,1312268,2955160,148836,73340,168324,0,3122784,3853604,4.49,100,,,
1476,210376444,Aisopos,IV,3924,14168210,-1035531,299291,28791,0,242635,0,0,3754689,,100,,,
1479,209076305,ʸᵘSłonik339,IV,3924,29113599,2797120,7119617,425774,143087,39934,0,1445506,3732976,23.96,100,,,
1484,208206714,ᴿᵂPredator,IV,3924,24772222,3845710,858490,25571,30139,221619,0,1534838,3727959,2.44,100,,,
1490,209873558,ᴿᵂRomen228,IV,3924,13152283,119635,632555,59051,1268,229122,0,239537,3685714,6.75,100,,,
1493,208294913,ᴿᵂDoof,IV,3924,37975936,3383369,4284550,256197,86129,117055,0,1071352,3641903,18.03,100,,,
1494,209323093,THE END rog,IV,3924,24534562,3055498,7529718,411840,170523,19198,0,3938492,3640560,9.51,100,,,
1502,187288053,1234567фыв,IV,3924,3215350,-1112055,287468,28592,0,229525,0,0,3557243,,100,,,
1510,210429723,VeeYisusS,IV,3924,14324056,770881,324060,29848,1279,222194,0,696641,3465092,1.76,100,,,
1511,210084771,Bshusttt,IV,3924,21015068,314625,2023050,81905,60200,168166,0,2382209,3452110,3.97,100,,,
1513,209870149,ᴿᵂJOESANJI,IV,3924,25452567,4901877,2419136,154776,19511,175339,0,746169,3444299,13.13,100,,,
1514,209007130,ᴿwmeowington,IV,3924,26734273,2838082,4323634,399637,15742,111905,0,1323761,3434543,15.06,100,,,
1520,210372642,NTThaSN,IV,3924,25658994,3638628,4442438,408489,0,116942,0,1153564,3388086,17.48,100,,,
1535,207774760,TrNgDangkhoi09,IV,3924,33897777,3427154,6576830,240914,207514,18417,0,1314235,3315051,24.68,100,,,
1537,208762017,SP N,IV,3924,22254659,2954025,3947603,298135,48252,109075,0,4711443,3311185,4.09,100,,,
1539,208748954,I am Mochi,IV,3924,11843642,-1787020,634751,63471,0,202327,0,0,3288789,,100,,,
1550,212491924,24 X҉   Bean,IV,3924,26884043,5640840,445281,18349,12958,199484,0,500015,3195236,3.18,100,,,
1555,210373350,ero3,IV,3924,24361708,2327446,6195476,435118,92071,33355,0,3629692,3161507,8.46,100,,,
1557,207957194,BankKingdom24,IV,3924,20288125,148519,5703513,390,284804,19716,0,8899812,3145340,3.2,100,,,
1558,209322462,ˣPoseidon,IV,3924,27635337,3246124,1648386,141545,11462,163927,0,1363996,3139705,5.39,100,,,
1572,210441175,gaberner,IV,3924,22379855,2217965,1755729,107908,33676,154455,0,2916145,3085217,2.86,100,,,
1574,210301764,TVRI mongos,IV,3924,18110680,965489,302130,17138,6453,196467,0,425824,3080087,2.43,100,,,
1576,209853474,kurinin23,IV,3924,24469670,2989209,540683,41303,0,194176,0,534787,3077852,3.71,100,,,
1577,212612755,ᴬᵈGROZ 409,IV,3924,15551056,1117995,467778,16890,14943,190703,0,515126,3077535,3.31,100,,,
1579,192034057,24 X҉ No Mercy,IV,3924,17401627,406944,2063563,149735,27212,146470,0,586630,3068110,14.07,100,,,
1586,209393079,ᴿᵂ Shakkah,IV,3924,30162070,4246377,5467834,319421,113659,39863,0,5184076,3012219,5.23,100,,,
1587,209831905,24 X҉  Văn,IV,3924,16249704,-1881406,210690,21069,0,194756,0,0,3005616,,100,,,
1591,209294221,24X҉AlphaWolf,IV,3924,56235814,6696206,6351808,291403,171368,6919,0,1111818,2983077,28.39,100,,,
1597,209299428,douby 7,IV,3924,24059224,3880037,8633558,559582,5393,44014,0,1713555,2952468,24.56,100,,,
1598,210209380,King Bismarck,IV,3924,24778248,2534416,4085700,278974,57120,84268,0,1978166,2951116,9.91,100,,,
1603,209806538,ANNY20,IV,3924,22217679,886035,1595405,128064,15608,149810,0,1700929,2915486,4.31,100,,,
1618,210445136,24 x Đệtam,IV,3924,34295726,3598331,6503840,525864,62260,6064,0,1333331,2817016,24.28,100,,,
1625,209978130,Malkoc0glu,IV,3924,42866050,6415006,5430310,310315,116358,23040,0,1601874,2750440,16.71,100,,,
1631,209853749,24TùgGấu,IV,3924,32882795,4135026,5735740,433130,70222,19034,0,3041437,2720250,9.37,100,,,
1637,204517431,ThienDi,IV,3924,25072072,281284,3384740,338474,0,89595,0,3903407,2697821,4.24,100,,,
1639,210402314,Мех,IV,3924,22192392,1944873,211530,21153,0,173220,0,482157,2682912,,100,,,
1641,219592082,Bánh Xèo,IV,3924,5845139,-66619,61560,2910,1623,176416,0,184600,2674110,,100,,,
1642,210383974,ᴋᴺ lives,IV,3924,14637329,2413470,3416544,0,0,178167,0,103722,2672505,60.6,100,,,
1647,210356651,ⱽᶠKlee No1,IV,3924,10840432,-32534,844140,78526,2944,154639,0,1266292,2663129,2.97,100,,,
1660,209506286,ˣˣ AMSTER,IV,3924,44626810,2759414,4642920,386358,38967,44038,0,1584212,2595672,14.26,100,,,
1664,209709756,aj rimmer,IV,3924,20140039,679820,1216934,106087,3887,141383,0,453096,2583963,10.24,100,,,
1667,209798395,Ubba of Antwerp,IV,3924,37459458,2955107,5795340,324468,127533,346,0,1455403,2578392,19.91,100,,,
1674,210210393,Zhâk,IV,3924,26762592,1393050,4942220,339745,71125,31632,0,2127480,2544710,11.45,100,,,
1686,208195504,ᴿᵂ Zytue,IV,3924,30909534,3844005,3114371,133178,74775,80751,0,2159648,2491727,6.95,100,,,
1691,208973298,24 X҉ AndiUmar,IV,3924,30934422,3104155,3894190,222767,83326,49438,0,1170220,2465898,15.96,100,,,
1703,209807832,Evertonian,IV,3924,27057454,3980984,2377137,75124,15542,129300,0,1780638,2395416,6.22,100,,,
1706,210583696,TOMBYF,IV,3924,7303036,743004,39770,681,1648,158027,0,52800,2389609,,100,,,
1707,209907877,24X҉Ken,IV,3924,31982752,3575752,3501880,287384,31402,61575,0,2216447,2387181,7.69,100,,,
1711,210376765,BEYAZID 55,IV,3924,21071401,1306667,3635172,326160,5693,65892,0,3013524,2349950,5.9,100,,,
1712,208188806,rw kk,IV,3924,24240045,1974267,2603917,204498,25353,85133,0,2191732,2348517,5.72,100,,,
1714,210376950,NightStarr,IV,3924,24846771,2284618,1722735,115448,18950,113030,0,351954,2346742,18.52,100,,,
1717,210234353,AK Optimuss,IV,3924,26487948,2217305,3244742,205756,55528,63943,0,1833336,2337449,8.55,100,,,
1718,207562640,ᴿᵂEazyBuu,IV,3924,28913832,3067559,3556117,269778,42787,54956,0,1516511,2331322,11.31,100,,,
1728,209875786,24 X҉  Malrin,IV,3924,33805543,2526801,2760696,156582,59554,70352,0,611282,2277148,20.25,100,,,
1730,210140834,dirty game,IV,3924,19812267,1223445,954650,50941,22262,122599,0,726359,2265369,5.62,100,,,
1743,208164511,ᴿᵂIndigo,IV,3924,26749251,2398806,3697360,331720,19008,45674,0,571474,2202070,29.96,100,,,
1747,210428942,SuButay,IV,3924,25222333,4705384,3932624,332756,30199,36605,0,1221099,2182089,15.63,100,,,
1748,210387001,Cá161691,IV,3924,23619012,1539721,233250,16691,3317,138271,0,860938,2173999,,100,,,
1760,210380712,Quỳnh farm 2,IV,3924,3938140,555155,501180,50118,0,124872,0,2572575,2073552,0.93,100,,,
1765,209119164,ᶲEmmy Noether,IV,3924,42513195,8493934,1947700,124377,35187,78936,0,513953,2033418,16.43,100,,,
1769,207989016,SpeedEge2,IV,3924,30132958,7224795,3727732,285590,27128,39606,0,9869736,2007730,1.88,100,,,
1779,207296852,ᶫʳ Dron FPV,IV,3924,28059434,3477447,3497440,191572,79086,23451,0,3250252,1908913,5.34,100,,,
1784,211856683,HOTBEAST II,IV,3924,22137165,1067361,4709805,470933,0,0,0,1353231,1883732,17.4,100,,,
1785,210169350,PanteraGJ6,IV,3924,11950213,1995125,706390,51081,9779,104982,0,947406,1876844,3.36,100,,,
1786,209641477,ᵒᵈSHuGUN,IV,3924,51078740,6522425,2077637,116772,45487,62317,0,1019550,1856713,9.6,100,,,
1787,209880966,24 X Blaze,IV,3924,39758295,4040095,2012850,88367,56459,61365,0,1635306,1838533,5.93,100,,,
1795,210490061,24 X҉ DuMuc,IV,3924,34264489,4946018,3988100,197372,100692,0,0,2725139,1796408,7.32,100,,,
1801,209871082,Beb0,IV,3924,22964624,1063375,2577216,149099,53893,41617,0,2007681,1759581,6.29,100,,,
1809,211390351,ᴋᴺ Tâm,IV,3924,4879688,-139404,561697,0,0,115615,0,4733,1734225,,100,,,
1811,208198410,ᴿᵂintruglio,IV,3924,27946039,3663240,1926946,127641,32511,59311,0,898721,1725339,10.06,100,,,
1812,209803899,Marshglow,IV,3924,33290459,2970110,3912198,357599,16764,7551,0,2002497,1711301,9.73,100,,,
1821,211957527,zordin,IV,3924,13178124,750362,2733063,0,0,110642,0,6888,1659630,116.27,100,,,
1822,210434155,Secte,IV,3924,28874538,4216633,2920183,280387,1452,34381,0,843563,1651783,16.63,100,,,
1826,207012251,MeowMeowMeowww,IV,3924,33763713,3014440,2139600,213770,0,50410,0,758148,1611230,13.23,100,,,
1829,213866693,Smert Boy,IV,3924,15123051,1322064,39112,3911,0,105661,0,554949,1600559,,100,,,
1831,209885315,ᴿᵂKapo,IV,3924,20798718,1673008,1382100,69220,34495,65032,0,2549545,1597310,2.64,100,,,
1832,210886935,Slayеr,IV,3924,16647361,1499911,95560,646,4455,103087,0,37561,1593439,,100,,,
1839,210225102,humilde manco,IV,3924,20685446,1044957,2461470,168143,39002,33723,0,1677664,1568437,7.19,100,,,
1844,210414626,Dr Diablo,IV,3924,3706469,29441,146510,14651,0,99885,0,69190,1556879,,100,,,
1851,210381901,Kavlak55,IV,3924,5998751,-874117,100340,10034,0,98603,0,0,1519181,,100,,,
1854,209318764,ViridianOwl,IV,3924,9754162,-1278292,388095,38126,0,90780,0,0,1514204,,100,,,
1856,207320759,QUADBREED,IV,3924,28281515,2461777,42660,4266,0,99271,0,1166933,1506129,,100,,,
1864,210944675,sayron,IV,3924,18043641,1237995,4739002,333885,0,9323,0,544814,1475385,42.76,100,,,
1867,209794039,ฝันดี,IV,3924,20163116,2917275,3265030,176209,75147,666,0,2436284,1466296,6.7,100,,,
1871,208936123,ᶻᵒAdamLeft,IV,3924,20187405,-1097675,1548950,154895,0,56317,0,0,1464335,137.52,100,,,
1875,210373344,Oulboy,IV,3924,21359090,2014694,1497430,71377,39183,50930,0,957540,1441288,7.42,100,,,
1882,209343632,Shinjimae,IV,3924,16206598,787951,463770,33173,6602,81546,0,273035,1421902,6.54,100,,,
1888,209858936,RW Zill,IV,3924,22869113,1714048,619796,42786,9476,75850,0,912712,1403654,3.13,100,,,
1890,208211218,ᴿᵂ Rooster,IV,3924,21199296,698663,806050,16789,31908,67246,0,891623,1394926,4.2,100,,,
1901,210532839,Beelphegor,IV,3924,25826710,3051318,2273124,222398,825,28489,0,1377059,1325177,8.09,100,,,
1913,210539282,Scriptor,IV,3924,25619189,3582397,2894489,288915,266,6719,0,1265203,1259105,11.38,100,,,
1918,210343428,XxxtheslayerxxX,IV,3924,7124595,73174,147260,14726,0,78776,0,327839,1240544,,100,,,
1924,211741214,Pax F,IV,3924,15345511,183222,84990,1159,3670,77467,0,149159,1203341,,100,,,
1925,211736865,AC F,IV,3924,14233830,140590,79020,560,3671,77467,0,0,1200955,,100,,,
1932,208961613,ᴿᵂSabrewolf,IV,3924,27044541,5252934,1012694,79079,11016,50200,0,1967622,1179476,2.51,100,,,
1938,210533310,Vates,IV,3924,24833642,2904710,1968089,194128,1114,23495,0,1211650,1140077,7.97,100,,,
1941,210406738,24 X҉ Turbo01,IV,3924,17990123,588551,673072,48889,9178,54991,0,290916,1112201,9.73,100,,,
1944,209743364,Secteryum,IV,3924,24851190,4621874,2745890,267469,3560,0,0,1004359,1105476,13.67,100,,,
1946,210057709,Naberyaa,IV,3924,5210595,-1292906,94621,9454,0,70937,0,0,1101871,,100,,,
1947,217726185,ᴿᵂArtзmis2,IV,3924,9107639,1313037,413140,35108,3103,61685,0,987045,1096737,1.97,100,,,
1949,210740345,Basiliscus,IV,3924,24580365,4334551,1867090,182401,2154,22721,0,925412,1091959,9.85,100,,,
1950,216527101,Xatarê,IV,3924,9172446,858939,98360,3652,3092,69747,0,152237,1091733,,100,,,
1953,216528451,Lil Vivian,IV,3924,9334339,535065,68890,477,3206,70119,0,23143,1085753,,100,,,
1954,208202264,KrazyBus,IV,3924,37324377,2444429,2232050,127173,48016,5123,0,797110,1065697,13.91,100,,,
1963,209901762,ᴿᵂEJBau,IV,3924,18590000,236705,932016,87936,2043,44076,0,377399,1033314,11.06,100,,,
1965,219159031,Pax F2,IV,3924,7651823,224685,70350,1333,2851,66391,0,0,1029707,,100,,,
1969,204513619,M100,IV,3924,16329676,346684,2480507,216330,102,9977,0,1598161,1015995,7.71,100,,,
1971,210344123,toloarmy,IV,3924,19417248,2486649,1309636,116710,6857,31632,0,228910,1009890,25.13,100,,,
1972,209870454,pantyha,IV,3924,30715877,1757719,324800,12554,9963,57285,0,340035,1009121,4.09,100,,,
1973,210166542,Abcdefin,IV,3924,27482522,5365790,314300,4206,13612,57063,0,574881,1008889,2.49,100,,,
1974,210653746,MCDragoon005,IV,3924,12605015,1116586,2517790,251779,0,0,0,1331037,1007116,9.46,100,,,
1975,210195820,Pouce normaux,IV,3924,21003671,3460523,1521339,98830,12784,32170,0,2210679,1005710,3.39,100,,,
1987,208210378,ᴿᵂAzRa eL,IV,3924,18670571,906953,202440,17876,1184,59156,0,102688,970684,,100,,,
1990,210303331,ᴿᵂSANJI,IV,3924,14564740,1162836,255132,13508,0,60781,0,2998,965747,,100,,,
1993,209875567,ᴬᵈDMAч1т,IV,3924,51875583,6308596,2264210,173985,26218,0,0,884144,958120,12.8,100,,,
1995,209449139,ᶜᵍDextrixs,IV,3924,20423707,1634036,2015260,106722,47402,3689,0,1939715,956243,5.18,100,,,
1996,209987606,24 X҉GiangBlue,IV,3924,28194634,794271,2709511,229054,1261,1406,0,318473,949916,42.35,100,,,
1999,210388093,Ferz 21,IV,3924,9628409,562889,140350,14035,0,58768,0,240297,937660,,100,,,
2002,210782582,SÓICÔĐỘCX1,IV,3924,7414934,485147,148450,11783,1531,57518,0,912288,925212,,100,,,
2003,207672810,DHieuFarm,IV,3924,10933825,-232544,1200716,77142,21443,26715,0,1752357,923723,3.37,100,,,
2004,212007469,Ulvsbane2,IV,3924,27951139,7422205,1024918,31123,35597,29025,0,587436,915837,8.31,100,,,
2005,210978128,Right hand,IV,3924,17285034,2482877,2288290,228829,0,0,0,2073307,915316,5.52,100,,,
2007,209349901,Mash68,IV,3924,19146524,920862,541540,23522,15316,44077,0,121190,908403,16.38,100,,,
2021,210377522,I54c,IV,3924,20441979,444896,1810460,46268,67389,0,0,2391953,858962,3.78,100,,,
2033,210394369,Hắc ma,IV,3924,34635837,8909468,1778850,54611,61637,0,0,2067354,834814,4.3,100,,,
2036,209453138,24 X҉   DANTE,IV,3924,14863267,-176273,32850,3285,0,54379,0,0,828825,,100,,,
2043,209872477,Aryta,IV,3924,22996481,2506367,689074,66229,1331,35452,0,535366,810006,6.04,100,,,
2045,210226004,Younis m 3,IV,3924,17250680,995506,925060,60918,15794,26852,0,2128220,804392,2.15,100,,,
2046,210372206,Sela8,IV,3924,21411998,2165119,248579,0,0,53593,0,20306,803895,,100,,,
2047,209848694,24 X҉ Leano,IV,3924,31042089,406710,1869610,147477,19742,1023,0,379863,802673,24.54,100,,,
2053,210944394,24 X҉  Full,IV,3924,20516655,2858608,843030,19643,32330,25627,0,934554,786277,4.39,100,,,
2058,210396142,Baruta,IV,3924,19018568,2987122,1919360,191936,0,0,0,554674,767744,17.3,100,,,
2063,210881875,Ombrela,IV,3924,8255079,-148460,298380,24378,2730,41733,0,900426,750807,,100,,,
2070,210464086,Guaicaipuro,IV,3924,17973962,2356660,1824680,182468,0,0,0,798406,729872,11.43,100,,,
2078,210622572,Radamanthys,IV,3924,23189174,2411757,1764020,176402,0,0,0,684992,705608,12.88,100,,,
2080,210410848,rafaf79,IV,3924,15803729,1900659,654089,0,0,46822,0,37561,702330,38.76,100,,,
2081,211389161,ᴋᴺ times,IV,3924,6116415,555353,153638,0,0,46548,0,6249,698220,,100,,,
2084,212128661,handfarm,IV,3924,14484774,1204451,1236420,123642,0,13159,0,1480721,691953,4.14,100,,,
2086,207037071,ᴳᵛChocolate,IV,3924,31157659,158397,1172110,48281,34465,10084,0,2983443,689034,1.96,100,,,
2088,210210212,Шамс 7х7,IV,3924,16567633,1424720,1185456,100889,8678,12917,0,1241574,684091,4.72,100,,,
2091,210562229,Panda Legion,IV,3924,22222311,1610824,2764985,93888,13777,11148,0,147597,680542,87.09,100,,,
2093,208211560,ᴿᵂ Musti,IV,3924,25005363,4922937,110150,10653,59,42373,0,144231,678797,,100,,,
2095,209579191,ᴱᵂMr C farm,IV,3924,8463529,-76478,190702,18974,0,39930,0,305543,674846,,100,,,
2105,207057491,ˣⁿDrina,IV,3924,21402302,1496506,1911577,163056,0,0,0,567820,652224,16.83,100,,,
2112,209937014,LORD SAURON,IV,3924,12489248,1610118,1604620,160462,0,0,0,221065,641848,36.29,100,,,
2116,210374694,Deadpool  15,IV,3924,5219565,574282,641696,0,0,41917,0,1892,628755,,100,,,
2117,210393787,You sure,IV,3924,9219487,-742405,272761,27056,0,34673,0,292,628319,,100,,,
2119,210344374,Mefistófeles,IV,3924,19856117,2345931,1554180,155418,0,0,0,432146,621672,17.98,100,,,
2130,208304369,ᴿᵂWhybe,IV,3924,7051468,-483687,294350,29435,0,31921,0,490513,596555,,100,,,
2131,209871837,ᴿᵂNiuniek17,IV,3924,16322454,1108640,984260,84222,7102,12215,0,387346,591133,12.32,100,,,
2134,210066323,cà chua ok,IV,3924,27119517,2866146,3561660,108299,10969,2716,0,385727,583626,45.85,100,,,
2137,209756441,ᴰᴷllama2502,IV,3924,23958494,3240018,1322030,78653,26775,0,0,464036,582362,14.24,100,,,
2138,206973291,RØgueThrottle,IV,3924,30355743,1999360,1108389,107297,422,9849,0,450504,581143,12.04,100,,,
2148,212350618,Olivia Fam,IV,3924,11152717,937414,626600,62660,0,20942,0,904198,564770,3.39,100,,,
2149,210735353,乂AÑÜBÏS2,IV,3924,13650367,-141110,52555,5224,0,35991,0,0,560761,,100,,,
2150,207663213,ᴿᵂ TRUMPED,IV,3924,41927112,5885051,1146980,13076,50811,0,0,1303319,560414,4.4,100,,,
2151,209686553,ATLAS007,IV,3924,25183571,3908848,595870,12607,23490,18309,0,948114,559963,3.08,100,,,
2155,210864248,EvilDoggy,IV,3924,15957486,1234795,394300,28338,5546,25611,0,1218852,552977,1.58,100,,,
2156,209692424,ᴮᴺ Lee Myon,IV,3924,34899741,2113687,1172531,34417,41418,0,0,961809,551848,6.1,100,,,
2157,210189446,Angry R bear,IV,3924,22175323,2713943,1274440,89124,19160,0,0,2004092,548096,3.18,100,,,
2164,210676623,24 X҉ LãoTam,IV,3924,36191612,258894,1385420,135466,0,0,0,40882,541864,,100,,,
2165,210381690,24 X҉  CITOYEN,IV,3924,30447974,-427501,1352380,135238,0,0,0,0,540952,,100,,,
2167,207256493,ᶫExquerred,IV,3924,31547913,1547939,1260350,94283,15876,0,0,244299,535892,25.8,100,,,
2168,210101700,Jinozz,IV,3924,30700072,2280115,1177740,57512,30131,0,0,465337,531358,12.65,100,,,
2171,209171610,ᵍˢ BÙM,IV,3924,27017119,1459220,1317904,131766,0,0,0,524128,527064,12.57,100,,,
2173,209756294,ᴰᴷREDER2502,IV,3924,24159136,2409756,1209330,83293,18820,0,0,374001,521372,16.17,100,,,
2178,219356243,Farm For Izzy,IV,3924,7887981,1016708,1278880,127888,0,0,0,1792505,511552,3.57,100,,,
2184,215516489,Prinz Bismarck,IV,3924,14123447,1045247,486030,29553,9525,19363,0,359247,503907,6.42,100,,,
2187,213651664,ŞERWANO,IV,3924,16057123,738941,1096450,52441,28602,0,0,868803,495784,6.31,100,,,
2190,210045541,Andyko149,IV,3924,18518551,1721554,443577,25797,9256,19589,0,790147,489583,2.74,100,,,
2201,210426611,Pé Chanh 2k6,IV,3924,22404724,1583695,608780,13762,23558,11306,0,1358835,460218,2.22,100,,,
2221,209961985,IncrediB0,IV,3924,16017369,1028274,554040,55404,0,14125,0,636748,433491,4.26,100,,,
2227,209559649,SÓICÔĐỘCX2,IV,3924,13252801,706795,1018490,83369,9240,0,0,3177539,425876,1.6,100,,,
2233,209320692,ᴱᶻLelya Fm,IV,3924,30621098,3681337,895660,34986,27290,0,0,1537055,412844,2.91,100,,,
2235,210401319,bulldog,IV,3924,30264729,3253308,879430,31183,28380,0,0,1157392,408532,3.8,100,,,
2239,209899711,Ninnitt,IV,3924,20912649,998721,287580,7070,10844,17803,0,711090,403765,,100,,,
2240,209103130,ᶲ DansKingdom,IV,3924,21037408,424134,858940,25786,30054,0,0,1443965,403684,2.97,100,,,
2246,208226755,ᴿᵂGRAYWOLF,IV,3924,22261252,1194244,284178,16353,5797,17940,0,81632,392482,,100,,,
2250,209803084,xAgresif,IV,3924,31619700,777593,942540,82352,5951,0,0,274716,388918,17.15,100,,,
2253,210051489,24 X҉ Arthur2,IV,3924,18974472,3543277,905410,71063,9739,0,0,1033405,381642,4.38,100,,,
2259,209468870,Bando kid farm,IV,3924,5909471,482995,305590,30559,0,16650,0,880938,371986,1.7,100,,,
2260,210479418,Sulaymãn,IV,3924,14715973,1803862,358140,34496,659,14983,0,416059,369319,4.15,100,,,
2268,210866993,Lee2100,IV,3924,4704614,1113872,119041,0,0,23380,0,4361,350700,,100,,,
2281,210030814,FishboyF3,IV,3924,6875609,1228652,163390,16339,0,17421,0,369139,326671,,100,,,
2284,210379181,Riri94,IV,3924,16488225,1784431,152750,10455,2410,16952,0,167165,320200,,100,,,
2287,208210296,ᴿᵂTalha67,IV,3924,26275012,2353077,787200,78720,0,0,0,190554,314880,20.66,100,,,
2288,214515039,Ritsard farm,IV,3924,13017613,933748,786270,78627,0,0,0,710937,314508,5.53,100,,,
2293,209617120,NTTha farm,IV,3924,20402448,1653397,759470,75947,0,0,0,977669,303788,3.88,100,,,
2297,210418727,Heman20,IV,3924,10217321,577695,328255,0,0,20049,0,338,300735,,100,,,
2298,208200545,ᴿᵂMama Wolf,IV,3924,38746356,3269828,629700,22978,19996,553,0,1345654,300167,2.34,100,,,
2326,207189272,ᴿSAURON,IV,3924,20939986,2395224,755258,45437,290,3557,0,344780,238003,10.84,100,,,
2332,209751429,油条,IV,3924,26895317,488286,567542,56729,0,0,0,279169,226916,10.16,100,,,
2339,210606489,埼玉県,IV,3924,12370845,-1455718,550660,55066,0,0,0,0,220264,,100,,,
2344,207688111,Rwjin2,IV,3924,20641873,-966256,481730,26691,10741,0,0,593023,214174,4.06,100,,,
2352,211335364,Neymar f1,IV,3924,11772078,638170,662194,52015,0,0,0,5393119,208060,,100,,,
2354,210370357,thegoathimself,IV,3924,21251945,3088093,519660,51966,0,0,0,236720,207864,10.98,100,,,
2356,209532060,ᴿᵂSigma,IV,3924,27531795,1559721,1226383,45121,2585,0,0,799331,206334,7.67,100,,,
2365,210418063,ESKAY FUN,IV,3924,19125266,1671222,517938,35124,0,4036,0,106385,201036,23.45,100,,,
2372,210398747,ÐarkKnight,IV,3924,20046673,2410894,432710,22363,10454,0,0,602586,193992,3.59,100,,,
2378,210394486,sencerbatur,IV,3924,25021386,3089016,472576,43309,1631,0,0,1234357,189546,,100,,,
2380,209960998,DailouSor,IV,3924,9498096,620074,471300,47130,0,0,0,36417,188520,,100,,,
2399,210401075,VoidAlbion,IV,3924,22366438,2035910,1577832,31898,4575,0,0,679587,173342,11.61,100,,,
2401,209523994,SÓICÔĐỘCX3,IV,3924,12352889,729334,427830,42783,0,0,0,966558,171132,,100,,,
2411,209837521,24 X VADO,IV,3924,26029404,-1421623,404010,40401,0,0,0,0,161604,,100,,,
2418,210371202,24 X҉ zEskiss,IV,3924,13027032,-1294058,374890,37489,0,0,0,0,149956,,100,,,
2423,211093784,Ombrela 1,IV,3924,6944709,184888,345260,29378,2574,0,0,1126209,143252,,100,,,
2427,209986084,maiconphieu,IV,3924,23611982,1690370,347122,31228,1742,0,0,1449700,142332,,100,,,
2428,210133935,Neymay farm,IV,3924,7276424,779496,234430,23443,0,3189,0,781762,141607,,100,,,
2431,207043733,WilliamR,IV,3924,17127756,1388085,330190,25395,3812,0,0,906397,139700,,100,,,
2436,209536166,ⱽᶠKlee No5,IV,3924,15961520,644607,341460,34146,0,0,0,465447,136584,3.67,100,,,
2442,210330344,buonngu,IV,3924,21942720,1816425,365712,33312,0,0,0,4248148,133248,,100,,,
2444,210439905,せりお9,IV,3924,32832135,3046490,327550,32755,0,0,0,202182,131020,8.1,100,,,
2445,209939374,24X҉  KaraGüL,IV,3924,17260978,-1269401,327360,32736,0,0,0,0,130944,,100,,,
2453,208684612,ᶲJW4101,IV,3924,26199554,3646457,451044,0,0,8163,0,207545,122445,10.45,100,,,
2473,208227524,RW ÖZDEMİR,IV,3924,15589930,736770,226760,7148,7764,0,0,196628,106232,,100,,,
2474,209281449,Chow1,IV,3924,14453643,2161389,265490,26549,0,0,0,181202,106196,,100,,,
2478,207689266,ᴿᵂManuel,IV,3924,22229861,1128461,259760,25976,0,0,0,54635,103904,,100,,,
2481,210274675,TigerainF1,IV,3924,8364884,442027,256440,25644,0,0,0,374953,102576,,100,,,
2484,209311732,ᴿᵂ RØW,IV,3924,26764396,1706559,254860,25486,0,0,0,331212,101944,,100,,,
2489,211507619,ᴿᵂAlexFarm,IV,3924,12706773,985738,222910,22291,0,747,0,581500,100369,,100,,,
2490,210834666,harryg91,IV,3924,20371735,2292402,199880,0,9994,0,0,353748,99940,,100,,,
2492,212333596,ᴹɪɴɪK0uisF,IV,3924,20477980,2753472,253683,24803,0,0,0,267510,99212,,100,,,
2496,206949917,marious1990,IV,3924,38758501,2749155,244670,24467,0,0,0,789788,97868,,100,,,
2499,206960318,24 X҉    Ghost,IV,3924,32721709,4328701,229290,18243,2343,0,0,451508,96402,,100,,,
2508,210531865,Cyntra City,IV,3924,27120942,3716913,211580,13362,3898,0,0,479590,92428,,100,,,
2509,207701181,123123sjej,IV,3924,29190910,2409595,226340,21098,768,0,0,602364,92072,,100,,,
2533,213689921,IIlICHlChArltOI,IV,3924,9209607,1024661,364078,20159,0,0,0,102008,80636,17.85,100,,,
2538,211311750,Sergо,IV,3924,22190843,647048,193532,19353,0,0,0,527273,77412,,100,,,
2549,211654248,PacoPepe,IV,3924,5200602,236843,183240,18324,0,0,0,304609,73296,,100,,,
2565,209879245,Shikamaru2,IV,3924,9839379,-245083,166710,16671,0,0,0,90231,66684,,100,,,
2572,210267199,De Noordzijde,IV,3924,20038473,985610,133900,2514,5438,0,0,756378,64436,,100,,,
2575,210087183,OtecOtdyhaet,IV,3924,16538010,1843264,156260,15626,0,0,0,251170,62504,,100,,,
2582,210006467,sSnoopy,IV,3924,20704574,1864018,151820,15182,0,0,0,339163,60728,,100,,,
2585,210122839,FarmerMe,IV,3924,13423619,529378,147930,14793,0,0,0,386017,59172,,100,,,
2587,210218341,DEMId 01,IV,3924,28588002,2189219,146260,14512,57,0,0,307238,58618,,100,,,
2590,209366827,NanuCosta,IV,3924,15908340,1233276,143870,14387,0,0,0,536422,57548,,100,,,
2593,209835098,ᴿᵂ DuongBeo,IV,3924,22466236,3650436,143469,14341,0,0,0,458677,57364,,100,,,
2597,210180161,Gubernur210180161,IV,3924,11022646,396900,141540,14154,0,0,0,676139,56616,,100,,,
