#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
320,197680158,ᴰʷPandafarm,VII,3875,54906974,3291006,51512254,3849642,367822,1066173,0,30346773,35069383,8.2,0,,,
357,205249511,ᴰʷ Rau Má,VII,3875,30739832,3835165,60104927,4063450,673208,577711,0,23222517,31651545,12.63,0,,,
358,206398456,ᴰʷQuậyNè,VII,3875,27503859,4481164,62071492,3908059,937574,428316,0,26425377,31432716,11.56,0,,,
359,205261755,ᴰʷ teqzy,VII,3875,33912643,2401121,49019450,3647598,625527,704586,0,7865763,31414452,28.6,0,,,
367,206345924,ᴰʷ ahyhy,VII,3875,27194462,2059135,54390320,4483174,410497,578934,0,6919294,30721676,36.27,0,,,
375,206802632,ᴰʷJhonsnow13,VII,3875,27641990,-340347,50033600,3966662,514529,621466,0,4227553,30333928,51.59,0,,,
378,204909257,ᴰʷ Rider Ken,VII,3875,28311887,1090270,49644209,3335600,761835,620047,0,12151804,30261455,19.44,0,,,
382,206323308,ᴰʷHizhuxa,VII,3875,39112714,4650869,65015101,5084017,486876,324621,0,22766470,30074143,14.08,0,,,
384,205704949,ᴰʷGod F2p,VII,3875,33415173,4083841,52137871,4181661,513148,539580,0,4943878,29951824,47.54,0,,,
393,205250116,ᴰʷZ0N3,VII,3875,30028115,-718971,33584787,2676350,337096,1012261,0,5048034,29260275,27.71,0,,,
394,203895372,Zin メCapybara,VII,3875,33284523,698603,69282888,5747813,589443,16437,0,2728287,29132237,126.21,0,,,
399,206576139,ᴰʷBillybot,VII,3875,46924746,5334391,61895697,4518033,582444,337483,0,16980730,28958817,17.87,0,,,
400,206726021,ᴰʷ Admin MBG,VII,3875,31893317,3978827,63327169,4882097,335877,394529,0,35203703,28805093,8.89,0,,,
410,206877502,ᴰʷViolently,VII,3875,27547767,6072524,46677295,3909929,372141,577387,0,5671179,28021931,37.35,0,,,
412,206886506,ᴰʷ BachPham,VII,3875,37323547,1616735,41468373,3188570,427029,726797,0,9943115,27926525,19.43,0,,,
413,206084253,Dw nguyễn nam,VII,3875,25867659,-229513,20835964,1865721,56880,1326193,0,2040738,27924579,30.94,0,,,
421,204920118,ᴰʷ Đan Tử,VII,3875,29418778,2618159,42707907,3399108,420283,666506,0,6649102,27796852,29.19,0,,,
426,205260151,ᴰʷPınoChıo,VII,3875,27053947,1156816,37891237,3239302,251645,797150,0,9149456,27430908,19.05,0,,,
439,203524676,ᴰʷholahola12,VII,3875,23184708,1081424,24427011,2165993,107883,1148646,0,3042573,26972492,29.14,0,,,
444,205267887,Wind Sector,VII,3875,33655864,1854248,37977421,2464240,319135,907438,0,31500817,26659880,5.86,0,,,
453,204107651,ᴰʷTwoTaro,VII,3875,39777510,2170576,57543632,4249723,488355,291771,0,27721079,26259007,10.27,0,,,
483,206917832,ᴰʷNibiru,VII,3875,28528600,1570094,39379159,2614305,350446,699973,0,8435172,24461275,21.55,0,,,
488,205895492,ᴰʷÚtkhờ,VII,3875,29236643,5564358,51109263,4079843,268317,346705,0,25397409,24203117,9.93,0,,,
496,205250097,ワ Riyu レ,VII,3875,29171941,3718229,48675857,3692194,373284,354985,0,35229868,23826391,6.84,0,,,
507,205263219,ᴰʷchimeng,VII,3875,26712449,61469,38235373,2913813,433168,485249,0,6201811,23265667,28.59,0,,,
517,206887322,メTheKinggg,VII,3875,31427839,-2815945,8328542,707934,59663,1304030,0,1469349,22988816,15.02,0,,,
521,206346902,ᴰʷ B NiKa,VII,3875,29455519,-1107108,19358953,1662257,135623,990870,0,3773029,22868308,20.32,0,,,
524,206696001,ᴰʷ VanDinh,VII,3875,34959623,2982415,48259580,3894613,397444,206924,0,9330059,22656752,25.3,0,,,
530,209608736,ᴰʷ 0la,VII,3875,21828138,3137519,36291726,2831278,382697,491141,0,5021835,22519197,32.91,0,,,
562,206024854,ᴰʷHayasi,VII,3875,34318179,1759228,20999913,1625418,231818,835828,0,3038019,21357272,27.1,0,,,
566,206354916,ᴰʷ volams,VII,3875,37742727,6485273,43360619,4100646,108820,248602,0,2734992,21219814,72.67,0,,,
585,206894128,ᴰʷ Mars1212,VII,3875,31470583,90169,11137919,825361,143421,1054833,0,3742074,20558149,11.61,0,,,
597,206416460,Dw Bảo Khang,VII,3875,29419686,777045,29147005,1974814,216758,664026,0,9807947,20027226,13.92,0,,,
606,205191778,ᴰʷ Bé Cưng,VII,3875,39039860,2632255,39073049,3117105,394851,220628,0,3857901,19726350,47.9,0,,,
610,204200931,ᴰʷ Nấm Ú,VII,3875,28732847,1711542,19751614,1301428,98559,899664,0,24991419,19686262,3.81,0,,,
629,205224239,ᴰʷDevilste,VII,3875,32142150,4459684,37285935,2623538,313776,370499,0,30803144,19189397,5.98,0,,,
634,206629100,ᴰᵂAnDy1989,VII,3875,31355572,2398621,14482128,1223033,110931,870460,0,4489046,19058342,13.51,0,,,
644,205267803,ᴰʷ Iron Dusk,VII,3875,26988660,2684875,28188164,2219105,298924,464986,0,8150484,18840450,16.36,0,,,
645,206895925,ᴰʷDuong635,VII,3875,34079278,3656462,30877563,2396614,344900,385557,0,7199086,18818811,20.36,0,,,
647,206389300,Dw Серхии,VII,3875,37358770,1730607,18208617,1392216,175017,764318,0,7818395,18783804,10.61,0,,,
659,204711100,ᴰʷ emm tômm,VII,3875,29393391,2759323,25570680,1993294,280356,521538,0,5167342,18599806,22.47,0,,,
662,206661541,ᴰʷDolphin,VII,3875,22075451,1887505,32620987,2804450,138507,396140,0,8293520,18544970,18.77,0,,,
670,204111500,KtH farm,VII,3875,25559338,607941,6532712,506682,73259,1033637,0,2400502,18263873,9.51,0,,,
674,206362894,ᴰʷNgocDung,VII,3875,28847403,1132886,31015349,2207262,445024,323736,0,4123903,18135328,34.87,0,,,
686,204107362,ᴰʷSanobi,VII,3875,31510081,4567124,44404427,3616151,112824,153901,0,29040656,17901359,7.6,0,,,
693,205225392,ᴰʷThe Pandax,VII,3875,31682641,3281626,35272066,2050774,296932,430110,0,38345384,17624066,4.55,0,,,
698,204850041,KtH Conquest,VII,3875,25763126,1681255,18844583,1437736,219889,640388,0,2833570,17555654,27.12,0,,,
705,206605164,ᴰʷKazuha,VII,3875,23523747,1424396,15352035,1249515,142549,730046,0,7385984,17374240,9.46,0,,,
714,206025244,ᴰʷMiniCat,VII,3875,32876725,4404300,35799872,3197076,176613,177290,0,3357687,17213784,50.64,0,,,
722,206219591,ᴰʷAktar Khan,VII,3875,21616117,3380526,24724772,2003004,172581,483970,0,14191217,16997376,8.42,0,,,
748,203014641,DwMüskbiValisi,VII,3875,27543123,327160,7819317,637279,71348,874197,0,5928295,16375551,5.75,0,,,
783,205966356,ᴰʷBem乂,VII,3875,29694739,1521156,19296381,1217243,217238,578816,0,6494613,15723592,13.64,0,,,
789,205270679,ᴰʷ WEISS,VII,3875,30035792,528833,19953133,1563163,180502,506085,0,4763103,15648947,18.93,0,,,
792,200722393,ᴰʷTheXiaomay,VII,3875,29816721,2183667,11328179,925815,102509,721844,0,1730455,15556010,23.1,0,,,
803,204588255,ᴰʷ Sung,VII,3875,24959337,2548620,27140496,1798422,162997,434151,0,8002665,15335923,16.08,0,,,
840,206172273,ᴰʷxuyênsinh,VII,3875,26871572,1969503,21583187,1867708,104756,393120,0,3401787,14415192,28.44,0,,,
853,206408277,ᴰʷGrab1,VII,3875,23293256,1257784,8808738,758812,59525,697701,0,4509581,14096013,8.46,0,,,
880,206888647,ᴰʷFransiscoo,VII,3875,31881145,4439587,13630820,1054656,153910,523627,0,5806355,13612129,10.77,0,,,
885,206905576,DwBATTALGAZİ34,VII,3875,24078815,-3204880,972780,84277,6311,875923,0,130554,13539063,,0,,,
889,206127073,ᴰʷGà rừng,VII,3875,24560865,1732104,10325937,824294,102162,611798,0,4538461,13495766,10.02,0,,,
899,206294017,ワ Batman レ,VII,3875,21538342,3702429,22733323,1770323,208935,280368,0,10214350,13376162,10.83,0,,,
900,203887786,ᴰʷ BIGNE,VII,3875,29384561,1577451,23544814,1735734,308638,219955,0,3819757,13328641,29.14,0,,,
923,206940645,Dwthe51,VII,3875,33431528,2553764,5714716,464517,53327,705858,0,4911058,12979208,5.09,0,,,
926,206919525,VICTORMMC,VII,3875,8946773,60998,460690,4289,20890,845511,0,481910,12908721,1.74,0,,,
956,208822044,ᴰʷ Mark,VII,3875,25808669,2009895,28992220,2143228,90556,198670,0,33163443,12458522,4.35,0,,,
981,206958759,si UtUn,VII,3875,25127117,2855536,8504788,566970,70006,597014,0,5636602,11923150,6.82,0,,,
985,206956940,ᴰʷ Floutsch,VII,3875,27972486,4343165,14084482,1067240,153505,404264,0,6211562,11867970,10.64,0,,,
987,206791615,ᴰʷVëNoOM,VII,3875,29160810,4900091,23189342,2110913,101842,153890,0,7096123,11770422,15.99,0,,,
996,205768709,ᴰʷ Afzoles,VII,3875,30950766,3842236,5739303,540201,15626,619803,0,1871318,11614109,11.52,0,,,
1002,205722624,ᴰʷ Yeu diep,VII,3875,20577318,2636039,7878940,649275,66040,547874,0,3307877,11475610,10.22,0,,,
1016,206806039,ᴰʷ Č Ł Š,VII,3875,17887678,1767011,13678540,1043005,123292,394063,0,11479057,11315885,5.76,0,,,
1040,206434206,Dwcmartin,VII,3875,38019494,4009676,8219392,629917,92378,498077,0,4767170,10914603,7.81,0,,,
1046,209600807,COLAIGFF,VII,3875,9118713,-1296887,1416790,83789,28945,677177,0,2657249,10782261,2.12,0,,,
1078,204255310,ᴰʷguppy,VII,3875,32018578,4837590,12200404,933274,143259,336221,0,1927355,10209001,26.95,0,,,
1096,204004390,ᴰʷ MADA,VII,3875,37251499,1120898,23090874,1502748,166402,156352,0,29044815,10020292,3.95,0,,,
1133,202149585,nub farmer,VII,3875,27586806,2812009,17823952,1351240,196126,142171,0,9225682,9498785,9.51,0,,,
1182,206540785,ᴰʷAdamyan,VII,3875,27593047,3861612,6943602,588132,50873,393402,0,2030435,8762288,14.32,0,,,
1189,204160982,관우 V,VII,3875,9224483,-3411078,1447280,144728,0,542049,0,1578381,8709647,3.41,0,,,
1210,205213732,ᴰʷFabriciouS,VII,3875,21730488,2605627,8437631,703760,68234,324681,0,4524140,8367595,8.7,0,,,
1219,206956813,ᴰʷ Genji,VII,3875,21508807,2556057,9616270,811171,72836,285050,0,3460450,8248794,12.84,0,,,
1220,206186833,Thu dĩm mini,VII,3875,30875991,3001972,8933388,676795,105632,298895,0,2273205,8246925,17.37,0,,,
1228,206597953,ᴰʷGrab mini,VII,3875,18877605,2535375,3560069,312487,21617,446136,0,1863495,8158158,7.71,0,,,
1233,207480539,châuvôsỉ 3,VII,3875,20784607,3469572,8081143,544746,131435,307478,0,3289547,8105504,11.23,0,,,
1241,206886204,ᴰʷ bitya,VII,3875,33804714,4059265,10036111,820939,61293,275275,0,2408934,8025811,18.69,0,,,
1279,125683588,ゆきづき,VII,3875,11632612,-1367512,21858361,1627086,19519,55706,0,1900601,7539124,55.87,0,,,
1290,204119164,관우 A,VII,3875,10158053,-2300367,1660023,165543,0,450505,0,3444974,7419747,2.13,0,,,
1333,206929762,ERTW04,VII,3875,26642321,4668623,4311271,366567,31976,344739,0,4854340,6957113,4.15,0,,,
1343,206960424,Feyenoord,VII,3875,7104845,-2026130,352108,959,17115,442892,0,165566,6818366,2.89,0,,,
1346,208919045,ᴰʷ Hung06,VII,3875,28744539,3760560,16022414,1489841,55529,17634,0,4282072,6779164,18.63,0,,,
1349,207005884,tàn tật,VII,3875,18392181,1226768,3864026,328923,28021,342769,0,392381,6737437,26.28,0,,,
1376,207293995,KARATEL FARM,VII,3875,30242263,3325874,6606086,479749,16705,294106,0,9391769,6497636,3.41,0,,,
1381,206356012,ᴰʷ NgocChien,VII,3875,30477838,3894396,9587188,696372,129776,157812,0,3370655,6450428,13.59,0,,,
1403,207004511,tàn tạ,VII,3875,18616475,860794,3543082,340625,5923,324996,0,1209383,6296670,11.55,0,,,
1407,206313558,châuvôsỉ 2,VII,3875,18609884,1936065,3023085,232429,34938,334014,0,929268,6289306,11.97,0,,,
1410,206361645,châuvôsỉ1,VII,3875,19900732,2185310,4034173,315980,43717,304854,0,958359,6273900,15.97,0,,,
1415,207257257,ᴰʷ Markk,VII,3875,28014835,2164456,7801698,636655,71014,197932,0,7269927,6225740,5.22,0,,,
1431,206921524,Hoster97,VII,3875,13693772,982345,1460230,146023,0,363563,0,435581,6037537,9.14,0,,,
1463,206661574,ᴰʷ乂榊乂,VII,3875,34179401,2856877,3818792,224157,77710,269368,0,3534163,5714248,5.02,0,,,
1512,206877046,ᴰʷGàrừng2,VII,3875,18564568,2047397,2985195,251966,22458,271815,0,1957639,5309669,6.69,0,,,
1528,205261546,elmatador26,VII,3875,26695514,1654086,1503739,134463,7449,304774,0,1657597,5183952,3.83,0,,,
1560,206906691,Segbin,VII,3875,6893861,209570,100200,0,5010,325836,0,275460,4937640,,0,,,
1605,206674748,châu do sỉ 1,VII,3875,16130039,1136588,1972428,196858,0,246206,0,370355,4480522,16,0,,,
1614,204771732,ᴰʷ Nox,VII,3875,41123181,2428507,6783501,533900,72225,103342,0,1202677,4407980,25.97,0,,,
1615,204430507,ᴰʷ emm cuaa,VII,3875,29905729,1896992,2669316,202775,32072,218014,0,565832,4402030,17.03,0,,,
1630,204602036,KSage,VII,3875,18476193,2435630,827080,3732,39488,256846,0,342602,4262498,6.9,0,,,
1672,203861659,Chị là Sunny,VII,3875,8097903,-1168433,788620,0,39431,234016,0,1805069,3904550,1.93,0,,,
1674,206631757,ᴰʷhizhuxi,VII,3875,26885662,2659533,2754257,261082,6725,185909,0,1443011,3900213,8.45,0,,,
1705,206907201,义GATOTkaca,VII,3875,7247752,-743673,67960,0,3398,239923,0,0,3632825,,0,,,
1724,208819006,Si Utun 1,VII,3875,19892598,6272933,2563188,167260,29150,167213,0,2548325,3468735,4.72,0,,,
1728,206931349,Daske,VII,3875,1804759,-637269,311422,15223,0,225207,0,0,3438997,,0,,,
1752,204866849,Fram Đan Tử,VII,3875,14678855,884300,1138450,113845,0,189064,0,774833,3291340,5.91,0,,,
1757,210174241,Gubernur210174241,VII,3875,2135433,-647196,134480,13448,0,213189,0,113,3251627,,0,,,
1766,206164455,DW LUCAS46,VII,3875,27315798,4202664,1536692,110209,21700,169635,0,1323625,3202361,5.15,0,,,
1775,209792976,Fransiscoo farm,VII,3875,3031606,-131224,61360,6136,0,210053,0,156978,3175339,,0,,,
1782,206322720,ᴰʷNgọc2K6,VII,3875,30745548,4572197,7470680,593114,76974,0,0,1672872,3142196,22.33,0,,,
1788,198974905,ᴰʷAllMight,VII,3875,24488771,3115071,5554975,417283,68403,50768,0,907665,3114682,28.98,0,,,
1795,206411755,ᴰʷThiênSư,VII,3875,29106100,2329580,2648612,223407,20685,132430,0,863449,3086928,13.3,0,,,
1829,209019537,fam1 ahyhy,VII,3875,15655932,5021557,1434070,128393,7482,154533,0,95884,2906387,28.63,0,,,
1863,204575394,deadly machine,VII,3875,4099953,-401815,722530,72253,0,159990,0,915516,2688862,3.36,0,,,
1901,206360353,ᴰʷ bin,VII,3875,32327077,1920926,11237822,617419,3273,1,0,36157078,2502421,1.55,0,,,
1972,204345520,Mad Lumberjack,VII,3875,25443891,-790737,4997021,495503,0,0,0,486,1982012,,0,,,
2013,206900789,ЮсуфIYI,VII,3875,4383852,-1218230,345330,34533,0,108247,0,0,1761837,,0,,,
2023,206234586,ᴰᵂSvmoichoi,VII,3875,21802764,2716974,5786554,170108,15228,57777,0,1097990,1699367,25.03,0,,,
2028,200947430,BaijiFarm1,VII,3875,9118629,-1597612,155120,0,7756,107149,0,4,1684795,,0,,,
2032,205690544,ᴰʷpaparampam,VII,3875,23425718,262673,4181584,416056,0,0,0,21309,1664224,,0,,,
2067,199384345,King Of Ljiraq,VII,3875,14055183,1635909,3150590,172867,71096,6425,0,25716261,1498803,0.61,0,,,
2092,203642043,ᴰʷ Pochi,VII,3875,27055582,2343271,2092948,160850,24179,32449,0,1049972,1371925,9.67,0,,,
2098,206977940,krisuuuu777,VII,3875,22089740,3418419,1805189,147441,0,50498,0,494324,1347234,16.57,0,,,
2101,224168371,sanobi farm,VII,3875,4030737,1824569,761647,75660,0,68587,0,1330972,1331445,2.72,0,,,
2102,201870139,ngng,VII,3875,25387759,2263938,1841064,165770,9106,38183,0,764061,1326885,11.47,0,,,
2137,214463673,SAKs McDonalds,VII,3875,6072943,813082,5630,563,0,78028,0,214696,1172672,,0,,,
2140,206952433,pr1ncipe,VII,3875,10763127,889826,111080,0,5554,73274,0,162208,1154650,,0,,,
2175,206919754,Aisyzy,VII,3875,2136040,17282,189260,18454,0,62907,0,349638,1017421,,0,,,
2199,205878196,út khờ fam,VII,3875,16092660,4129736,1454820,116074,14536,20532,0,1050017,917636,6.79,0,,,
2223,207003139,Bem Farm,VII,3875,5211558,1339637,110620,11062,0,52206,0,537164,827338,,0,,,
2224,206933867,me füther H,VII,3875,10921149,2017309,519178,12174,0,51895,0,107480,827121,16.29,0,,,
2232,206393563,ᴰʷminimose,VII,3875,28623838,2235976,1819160,140246,20835,0,0,687956,769334,13.22,0,,,
2241,206918485,Kaiser Nyx,VII,3875,11280313,2829433,1882262,187025,0,0,0,209824,748100,44.85,0,,,
2251,221570404,the king 2,VII,3875,4559087,936537,192072,18715,246,43163,0,1122013,724765,,0,,,
2264,210390645,ᴰʷ Dapur MBG,VII,3875,9569707,1737807,1478620,147862,0,3778,0,3109786,648118,2.37,0,,,
2284,206311828,ᴰʷ SOL,VII,3875,15241333,-111085,43320,0,2166,37637,0,89179,586215,,0,,,
2291,203735635,MiniCatFam,VII,3875,19163880,1065043,1418930,141893,0,0,0,1112712,567572,6.38,0,,,
2310,205659742,ᴰʷGod F2P,VII,3875,19449673,1627438,1231590,123159,0,0,0,1595931,492636,3.86,0,,,
2339,206961800,ESKAOS60,VII,3875,8480700,817322,78390,7839,0,25347,0,245496,411561,,0,,,
2362,206203208,Thống đốc206203208,VII,3875,23041744,2543908,810750,45061,18007,0,0,496285,360314,8.17,0,,,
2363,200795062,Baiji6,VII,3875,10639413,-56741,39300,0,1965,22679,0,164465,359835,,0,,,
2374,200837313,Baiji2,VII,3875,10549585,-152906,53320,0,2666,20063,0,166372,327605,,0,,,
2380,206895927,394volt,VII,3875,23117348,2705171,782700,78270,0,0,0,587430,313080,6.66,0,,,
2384,207527422,364volt,VII,3875,21868765,3348784,761050,76105,0,0,0,366181,304420,10.39,0,,,
2408,206896579,Huykhanh123,VII,3875,11005978,1977432,172446,2485,0,17802,0,5,276970,,0,,,
2415,206967057,乂Серх乂,VII,3875,11342364,223074,312700,31150,60,9332,0,275382,265180,5.49,0,,,
2441,208844106,châu vô sỉ6,VII,3875,14475084,2329119,574560,57456,0,0,0,6937258,229824,,0,,,
2445,203541174,Legatus乂,VII,3875,19537492,592500,896744,31239,0,6788,0,58469,226776,68.71,0,,,
2446,203525838,darkill famf5,VII,3875,21561725,-118332,564160,56416,0,0,0,9165,225664,,0,,,
2448,205462860,ᴰʷNo乙aki,VII,3875,27471860,701836,543480,47582,3383,0,0,182945,224158,14.85,0,,,
2451,206813378,Quậyfarm,VII,3875,10002922,1947317,550530,55053,0,0,0,885281,220212,3.11,0,,,
2454,208520808,châu vô sỉ5,VII,3875,14136547,2514516,537160,53716,0,0,0,6707547,214864,,0,,,
2455,206931119,BiggyFarm 2,VII,3875,2413077,1278127,65442,0,0,14300,0,112743,214500,,0,,,
2460,206901928,Emma8,VII,3875,21222303,6902628,510370,51037,0,0,0,1671253,204148,,0,,,
2469,185986439,Bi n,VII,3875,20040752,2778757,484580,48458,0,0,0,871909,193832,2.78,0,,,
2480,206763383,ᴰʷ Sung1,VII,3875,1284793,86843,254763,21864,0,5722,0,717589,173286,,0,,,
2503,205235470,ᴰʷForestFae,VII,3875,25554085,1988815,365800,29538,3521,0,0,615484,153362,2.97,0,,,
2506,206411664,FCOLAIG2Y,VII,3875,11308971,802894,315270,6403,12562,0,0,1314067,151232,,0,,,
2509,206463005,ᴰʷ cỏ farm,VII,3875,26368934,2378475,421093,35724,0,0,0,569097,142896,3.7,0,,,
2519,209072358,ᴵᴬᴹ sunny,VII,3875,4340273,434810,264280,0,13214,0,0,1503592,132140,,0,,,
2523,206967807,mrムcỏ IV,VII,3875,8010563,767919,277490,12337,7706,0,0,916099,126408,,0,,,
2532,209299641,Nøvå,VII,3875,10720606,1431304,318696,29722,0,0,0,29279,118888,,0,,,
2538,206780281,ᴰʷ Sung 2,VII,3875,1292021,-365928,311254,28769,46,0,0,656064,115536,,0,,,
2557,206889623,bin 1,VII,3875,6277294,-622714,221160,22116,0,0,0,0,88464,,0,,,
2561,206410717,mrムcỏ III,VII,3875,7409972,741410,186260,7000,5813,0,0,674828,86130,,0,,,
2569,208520637,châu vô sỉ4,VII,3875,13753970,2552575,201150,20115,0,0,0,1698453,80460,,0,,,
2577,208004801,mrムcỏ II,VII,3875,7080806,588122,152520,728,7262,0,0,589190,75532,,0,,,
2588,206926625,Hữu Quang 66,VII,3875,18448293,4152635,163029,6664,0,2640,0,182993,66256,,0,,,
2596,206913213,ViLLe,VII,3875,19557905,1994904,153020,15302,0,0,0,36326,61208,,0,,,
2606,205225296,ᴰʷGod Farm,VII,3875,32102608,2679916,141800,14180,0,0,0,194878,56720,,0,,,
2616,206957386,ᴰʷ Sung 3,VII,3875,4617549,-431510,134820,13482,0,0,0,95155,53928,,0,,,
2619,206925575,Dniw,VII,3875,13041984,2573331,133505,12918,0,15,0,72676,51897,,0,,,
2622,206575363,Lacplesis,VII,3875,6420398,-1024454,124600,12460,0,0,0,129,49840,,0,,,
2634,121140330,ᴰʷ PeaNaa,VII,3875,18378584,1729893,100440,7264,1390,0,0,386711,42956,,0,,,
2635,214541684,Breeze Sector,VII,3875,6541190,484346,107000,10700,0,0,0,640191,42800,,0,,,
2638,206916739,Wiissem,VII,3875,15146697,1920488,104230,10423,0,0,0,154143,41692,,0,,,
2649,211545529,VeNoOM F5,VII,3875,10971651,1970850,118892,9407,0,0,0,46620,37628,,0,,,
2650,200803501,Baiji4,VII,3875,9398388,-934424,73080,0,3654,0,0,0,36540,,0,,,
2657,211167077,Si UtUn FrM,VII,3875,7631771,1139424,84520,8452,0,0,0,102187,33808,,0,,,
2660,206914751,M zaki,VII,3875,26568971,4863470,73030,3587,1858,0,0,203501,32928,,0,,,
2666,206921160,SEYMENxxvali,VII,3875,3777462,404438,22714,0,0,2067,0,341,31005,,0,,,
2667,206933980,ᴿᴿCaptEvery,VII,3875,4517161,15590,18155,0,0,2034,0,84,30510,,0,,,
2672,200805889,Baiji8,VII,3875,9741869,-702665,52060,0,2603,195,0,0,28955,,0,,,
2677,200804083,Baiji5,VII,3875,10386746,-33401,55200,0,2760,0,0,183187,27600,,0,,,
2678,203831849,bin no fam,VII,3875,2594215,-3259,66770,6677,0,0,0,144155,26708,,0,,,
2681,206709520,ᴰᵂH1CHOPPER,VII,3875,26882056,1119952,51880,0,2594,0,0,96831,25940,,0,,,
2685,215592713,AktarFarm,VII,3875,3246178,849833,63160,6316,0,0,0,199524,25264,,0,,,
2689,214508265,MATTIXFN FARM,VII,3875,2918246,179242,60630,6063,0,0,0,10721,24252,,0,,,
2694,200792644,Baiji3,VII,3875,10350622,-105670,47660,0,2383,0,0,155701,23830,,0,,,
2695,206681912,ᴰʷCOLAIGFLAG,VII,3875,15229976,3982516,58780,5878,0,0,0,197216,23512,,0,,,
2705,210647099,Č Ł Š 2,VII,3875,3914999,239305,55700,5570,0,0,0,817003,22280,,0,,,
2708,210845291,ᴰʷBillybotF1,VII,3875,6693178,366527,71633,5368,0,0,0,858720,21472,,0,,,
2712,210042322,Omô,VII,3875,5640013,439801,52870,5287,0,0,0,114262,21148,,0,,,
2719,206918228,Rudeboy city,VII,3875,14216805,3590162,50210,5021,0,0,0,97861,20084,,0,,,
2721,211768309,Nova F1,VII,3875,8780560,1549664,49590,4959,0,0,0,80695,19836,,0,,,
2723,206903632,đệ bin,VII,3875,4112868,-274550,48930,4893,0,0,0,0,19572,,0,,,
2734,206943138,Dw GLITZ,VII,3875,35629756,2943942,44440,4444,0,0,0,284868,17776,,0,,,
2742,200711662,Baiji7,VII,3875,9750092,-516914,32740,0,1637,0,0,0,16370,,0,,,
2748,206898434,Warren hue145,VII,3875,9068242,1663573,38090,3809,0,0,0,165661,15236,,0,,,
2757,206937817,Montiel 1616,VII,3875,13316020,3108691,35340,3534,0,0,0,47382,14136,,0,,,
2780,225315182,Glitzanidiss,VII,3875,3449346,2437125,27550,2755,0,0,0,61446,11020,,0,,,
2784,214441245,Devilstefarm1,VII,3875,2146959,360663,37782,2529,0,0,0,62670,10116,,0,,,
2803,206902862,грек11112,VII,3875,23745655,5195270,239307,2107,0,0,0,168007,8428,,0,,,
2806,208738968,Č Ł Š 1,VII,3875,6209558,335104,20240,2024,0,0,0,703510,8096,,0,,,
2807,222360061,the king 3,VII,3875,3266346,1716922,16120,0,806,0,0,97625,8060,,0,,,
2814,206892452,ᴰʷ Daniel8,VII,3875,28285032,5598054,17920,1792,0,0,0,75226,7168,,0,,,
2832,206101017,auleo20,VII,3875,15713324,2691178,14070,1407,0,0,0,45301,5628,,0,,,
