#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
1811,208198410,ᴿᵂintruglio,IV,3924,27946039,3663240,1926946,127641,32511,59311,0,898721,1725339,10.06,100.0,,,
1812,209803899,Marshglow,IV,3924,33290459,2970110,3912198,357599,16764,7551,0,2002497,1711301,9.73,100.0,,,
1822,210434155,Secte,IV,3924,28874538,4216633,2920183,280387,1452,34381,0,843563,1651783,16.63,100.0,,,
1826,207012251,MeowMeowMeowww,IV,3924,33763713,3014440,2139600,213770,0,50410,0,758148,1611230,13.23,100.0,,,
1831,209885315,ᴿᵂKapo,IV,3924,20798718,1673008,1382100,69220,34495,65032,0,2549545,1597310,2.64,100.0,,,
1839,210225102,humilde manco,IV,3924,20685446,1044957,2461470,168143,39002,33723,0,1677664,1568437,7.19,100.0,,,
1856,207320759,QUADBREED,IV,3924,28281515,2461777,42660,4266,0,99271,0,1166933,1506129,,100.0,,,
1867,209794039,ฝันดี,IV,3924,20163116,2917275,3265030,176209,75147,666,0,2436284,1466296,6.7,100.0,,,
1871,208936123,ᶻᵒAdamLeft,IV,3924,20187405,-1097675,1548950,154895,0,56317,0,0,1464335,137.52,100.0,,,
1875,210373344,Oulboy,IV,3924,21359090,2014694,1497430,71377,39183,50930,0,957540,1441288,7.42,100.0,,,
1888,209858936,RW Zill,IV,3924,22869113,1714048,619796,42786,9476,75850,0,912712,1403654,3.13,100.0,,,
1890,208211218,ᴿᵂ Rooster,IV,3924,21199296,698663,806050,16789,31908,67246,0,891623,1394926,4.2,100.0,,,
1901,210532839,Beelphegor,IV,3924,25826710,3051318,2273124,222398,825,28489,0,1377059,1325177,8.09,100.0,,,
1913,210539282,Scriptor,IV,3924,25619189,3582397,2894489,288915,266,6719,0,1265203,1259105,11.38,100.0,,,
1932,208961613,ᴿᵂSabrewolf,IV,3924,27044541,5252934,1012694,79079,11016,50200,0,1967622,1179476,2.51,100.0,,,
1938,210533310,Vates,IV,3924,24833642,2904710,1968089,194128,1114,23495,0,1211650,1140077,7.97,100.0,,,
1944,209743364,Secteryum,IV,3924,24851190,4621874,2745890,267469,3560,0,0,1004359,1105476,13.67,100.0,,,
1949,210740345,Basiliscus,IV,3924,24580365,4334551,1867090,182401,2154,22721,0,925412,1091959,9.85,100.0,,,
1954,208202264,KrazyBus,IV,3924,37324377,2444429,2232050,127173,48016,5123,0,797110,1065697,13.91,100.0,,,
1972,209870454,pantyha,IV,3924,30715877,1757719,324800,12554,9963,57285,0,340035,1009121,4.09,100.0,,,
1973,210166542,Abcdefin,IV,3924,27482522,5365790,314300,4206,13612,57063,0,574881,1008889,2.49,100.0,,,
1975,210195820,Pouce normaux,IV,3924,21003671,3460523,1521339,98830,12784,32170,0,2210679,1005710,3.39,100.0,,,
1993,209875567,ᴬᵈDMAч1т,IV,3924,51875583,6308596,2264210,173985,26218,0,0,884144,958120,12.8,100.0,,,
1995,209449139,ᶜᵍDextrixs,IV,3924,20423707,1634036,2015260,106722,47402,3689,0,1939715,956243,5.18,100.0,,,
1996,209987606,24 X҉GiangBlue,IV,3924,28194634,794271,2709511,229054,1261,1406,0,318473,949916,42.35,100.0,,,
2004,212007469,Ulvsbane2,IV,3924,27951139,7422205,1024918,31123,35597,29025,0,587436,915837,8.31,100.0,,,
2021,210377522,I54c,IV,3924,20441979,444896,1810460,46268,67389,0,0,2391953,858962,3.78,100.0,,,
2033,210394369,Hắc ma,IV,3924,34635837,8909468,1778850,54611,61637,0,0,2067354,834814,4.3,100.0,,,
2043,209872477,Aryta,IV,3924,22996481,2506367,689074,66229,1331,35452,0,535366,810006,6.04,100.0,,,
2046,210372206,Sela8,IV,3924,21411998,2165119,248579,0,0,53593,0,20306,803895,,100.0,,,
2047,209848694,24 X҉ Leano,IV,3924,31042089,406710,1869610,147477,19742,1023,0,379863,802673,24.54,100.0,,,
2053,210944394,24 X҉  Full,IV,3924,20516655,2858608,843030,19643,32330,25627,0,934554,786277,4.39,100.0,,,
2078,210622572,Radamanthys,IV,3924,23189174,2411757,1764020,176402,0,0,0,684992,705608,12.88,100.0,,,
2086,207037071,ᴳᵛChocolate,IV,3924,31157659,158397,1172110,48281,34465,10084,0,2983443,689034,1.96,100.0,,,
2091,210562229,Panda Legion,IV,3924,22222311,1610824,2764985,93888,13777,11148,0,147597,680542,87.09,100.0,,,
2093,208211560,ᴿᵂ Musti,IV,3924,25005363,4922937,110150,10653,59,42373,0,144231,678797,,100.0,,,
2105,207057491,ˣⁿDrina,IV,3924,21402302,1496506,1911577,163056,0,0,0,567820,652224,16.83,100.0,,,
2134,210066323,cà chua ok,IV,3924,27119517,2866146,3561660,108299,10969,2716,0,385727,583626,45.85,100.0,,,
2137,209756441,ᴰᴷllama2502,IV,3924,23958494,3240018,1322030,78653,26775,0,0,464036,582362,14.24,100.0,,,
2138,206973291,RØgueThrottle,IV,3924,30355743,1999360,1108389,107297,422,9849,0,450504,581143,12.04,100.0,,,
2150,207663213,ᴿᵂ TRUMPED,IV,3924,41927112,5885051,1146980,13076,50811,0,0,1303319,560414,4.4,100.0,,,
2151,209686553,ATLAS007,IV,3924,25183571,3908848,595870,12607,23490,18309,0,948114,559963,3.08,100.0,,,
2156,209692424,ᴮᴺ Lee Myon,IV,3924,34899741,2113687,1172531,34417,41418,0,0,961809,551848,6.1,100.0,,,
2157,210189446,Angry R bear,IV,3924,22175323,2713943,1274440,89124,19160,0,0,2004092,548096,3.18,100.0,,,
2164,210676623,24 X҉ LãoTam,IV,3924,36191612,258894,1385420,135466,0,0,0,40882,541864,,100.0,,,
2165,210381690,24 X҉  CITOYEN,IV,3924,30447974,-427501,1352380,135238,0,0,0,0,540952,,100.0,,,
2167,207256493,ᶫExquerred,IV,3924,31547913,1547939,1260350,94283,15876,0,0,244299,535892,25.8,100.0,,,
2168,210101700,Jinozz,IV,3924,30700072,2280115,1177740,57512,30131,0,0,465337,531358,12.65,100.0,,,
2171,209171610,ᵍˢ BÙM,IV,3924,27017119,1459220,1317904,131766,0,0,0,524128,527064,12.57,100.0,,,
2173,209756294,ᴰᴷREDER2502,IV,3924,24159136,2409756,1209330,83293,18820,0,0,374001,521372,16.17,100.0,,,
2201,210426611,Pé Chanh 2k6,IV,3924,22404724,1583695,608780,13762,23558,11306,0,1358835,460218,2.22,100.0,,,
2233,209320692,ᴱᶻLelya Fm,IV,3924,30621098,3681337,895660,34986,27290,0,0,1537055,412844,2.91,100.0,,,
2235,210401319,bulldog,IV,3924,30264729,3253308,879430,31183,28380,0,0,1157392,408532,3.8,100.0,,,
2239,209899711,Ninnitt,IV,3924,20912649,998721,287580,7070,10844,17803,0,711090,403765,,100.0,,,
2240,209103130,ᶲ DansKingdom,IV,3924,21037408,424134,858940,25786,30054,0,0,1443965,403684,2.97,100.0,,,
2246,208226755,ᴿᵂGRAYWOLF,IV,3924,22261252,1194244,284178,16353,5797,17940,0,81632,392482,,100.0,,,
2250,209803084,xAgresif,IV,3924,31619700,777593,942540,82352,5951,0,0,274716,388918,17.15,100.0,,,
2287,208210296,ᴿᵂTalha67,IV,3924,26275012,2353077,787200,78720,0,0,0,190554,314880,20.66,100.0,,,
2293,209617120,NTTha farm,IV,3924,20402448,1653397,759470,75947,0,0,0,977669,303788,3.88,100.0,,,
2298,208200545,ᴿᵂMama Wolf,IV,3924,38746356,3269828,629700,22978,19996,553,0,1345654,300167,2.34,100.0,,,
2326,207189272,ᴿSAURON,IV,3924,20939986,2395224,755258,45437,290,3557,0,344780,238003,10.84,100.0,,,
2332,209751429,油条,IV,3924,26895317,488286,567542,56729,0,0,0,279169,226916,10.16,100.0,,,
2344,207688111,Rwjin2,IV,3924,20641873,-966256,481730,26691,10741,0,0,593023,214174,4.06,100.0,,,
2354,210370357,thegoathimself,IV,3924,21251945,3088093,519660,51966,0,0,0,236720,207864,10.98,100.0,,,
2356,209532060,ᴿᵂSigma,IV,3924,27531795,1559721,1226383,45121,2585,0,0,799331,206334,7.67,100.0,,,
2372,210398747,ÐarkKnight,IV,3924,20046673,2410894,432710,22363,10454,0,0,602586,193992,3.59,100.0,,,
2378,210394486,sencerbatur,IV,3924,25021386,3089016,472576,43309,1631,0,0,1234357,189546,,100.0,,,
2399,210401075,VoidAlbion,IV,3924,22366438,2035910,1577832,31898,4575,0,0,679587,173342,11.61,100.0,,,
2411,209837521,24 X VADO,IV,3924,26029404,-1421623,404010,40401,0,0,0,0,161604,,100.0,,,
2427,209986084,maiconphieu,IV,3924,23611982,1690370,347122,31228,1742,0,0,1449700,142332,,100.0,,,
2442,210330344,buonngu,IV,3924,21942720,1816425,365712,33312,0,0,0,4248148,133248,,100.0,,,
2444,210439905,せりお9,IV,3924,32832135,3046490,327550,32755,0,0,0,202182,131020,8.1,100.0,,,
2453,208684612,ᶲJW4101,IV,3924,26199554,3646457,451044,0,0,8163,0,207545,122445,10.45,100.0,,,
2478,207689266,ᴿᵂManuel,IV,3924,22229861,1128461,259760,25976,0,0,0,54635,103904,,100.0,,,
2484,209311732,ᴿᵂ RØW,IV,3924,26764396,1706559,254860,25486,0,0,0,331212,101944,,100.0,,,
2490,210834666,harryg91,IV,3924,20371735,2292402,199880,0,9994,0,0,353748,99940,,100.0,,,
2492,212333596,ᴹɪɴɪK0uisF,IV,3924,20477980,2753472,253683,24803,0,0,0,267510,99212,,100.0,,,
2496,206949917,marious1990,IV,3924,38758501,2749155,244670,24467,0,0,0,789788,97868,,100.0,,,
2499,206960318,24 X҉    Ghost,IV,3924,32721709,4328701,229290,18243,2343,0,0,451508,96402,,100.0,,,
2508,210531865,Cyntra City,IV,3924,27120942,3716913,211580,13362,3898,0,0,479590,92428,,100.0,,,
2509,207701181,123123sjej,IV,3924,29190910,2409595,226340,21098,768,0,0,602364,92072,,100.0,,,
2538,211311750,Sergо,IV,3924,22190843,647048,193532,19353,0,0,0,527273,77412,,100.0,,,
2572,210267199,De Noordzijde,IV,3924,20038473,985610,133900,2514,5438,0,0,756378,64436,,100.0,,,
2582,210006467,sSnoopy,IV,3924,20704574,1864018,151820,15182,0,0,0,339163,60728,,100.0,,,
2587,210218341,DEMId 01,IV,3924,28588002,2189219,146260,14512,57,0,0,307238,58618,,100.0,,,
2593,209835098,ᴿᵂ DuongBeo,IV,3924,22466236,3650436,143469,14341,0,0,0,458677,57364,,100.0,,,
2605,210152430,Sugeng 1,IV,3924,25727562,2530671,229630,13469,0,0,0,421434,53876,,100.0,,,
2615,207579331,24 X҉ SNØŌWミ,IV,3924,21443329,171122,127100,12710,0,0,0,5066,50840,,100.0,,,
2654,209838770,24 X҉  ReDemon,IV,3924,37466401,2013266,87600,3464,2648,0,0,148044,40336,,100.0,,,
2666,207938366,клевый,IV,3924,27034911,3044407,80090,3067,2471,0,0,260646,36978,,100.0,,,
2681,207651897,24 X҉ Aureliaツ,IV,3924,20110853,220359,85180,8518,0,0,0,20857,34072,,100.0,,,
2684,208720515,ᴿᵂviva5555,IV,3924,22314888,1322683,68280,742,3043,0,0,495001,33398,,100.0,,,
2695,208208571,ᴿᵂ Fredi888,IV,3924,26000763,2182989,74942,2507,2069,0,0,288957,30718,,100.0,,,
2697,207275480,cocojambo,IV,3924,25294471,569303,76020,7602,0,0,0,73841,30408,,100.0,,,
2701,211250823,ᴬᵈBethoven,IV,3924,23182561,2206955,70930,5437,828,0,0,482196,30028,,100.0,,,
2723,206992661,GunnaGhøst,IV,3924,25225453,1683519,61640,4970,597,0,0,57972,25850,,100.0,,,
2754,208560935,ᶲ Aheles,IV,3924,28485545,2399726,49280,4484,222,0,0,770458,20156,,100.0,,,
2794,210190324,Legend68,IV,3924,35686086,2468523,144058,3558,0,0,0,47681,14232,,100.0,,,
2799,209613410,24 X҉ Smeller,IV,3924,30782035,2619598,31170,1739,689,0,0,139212,13846,,100.0,,,
2829,209974432,fire001,IV,3924,21124941,1010311,25470,2547,0,0,0,89548,10188,,100.0,,,
2846,209845456,Kyoto1773,IV,3924,22749614,2080267,21900,2190,0,0,0,70176,8760,,100.0,,,
2867,209312381,Yola61,IV,3924,20704844,1250776,17570,1757,0,0,0,83816,7028,,100.0,,,
2868,211297033,ᴿᵂ DuongBeu,IV,3924,21920368,3135629,14650,445,510,0,0,238576,6880,,100.0,,,
2910,210039896,Menezobrrr,IV,3924,20360700,2531529,8940,560,167,0,0,49596,3910,,100.0,,,
2911,210406925,kishmish1,IV,3924,22508251,1603041,9560,956,0,0,0,43394,3824,,100.0,,,
2913,209757200,Quynhhxxihgaiii,IV,3924,27495566,4972749,9000,900,0,0,0,231534,3600,,100.0,,,
2932,209905807,24X҉   Valetta,IV,3924,32552536,3668084,5550,545,5,0,0,560182,2230,,100.0,,,
2977,210664315,lãotứk,IV,3924,20253958,638770,470,47,0,0,0,53900,188,,100.0,,,
2988,209218288,GoodVin mini,IV,3924,23469845,722391,0,0,0,0,0,4187,0,,100.0,,,
3024,210095833,24X҉Naofumi,IV,3924,27522192,441418,0,0,0,0,0,16939,0,,100.0,,,
3080,210434561,24 X҉ThuyAn2,IV,3924,22819901,284132,0,0,0,0,0,35651,0,,100.0,,,
3310,210013615,ᴹᴰLadyVic,IV,3924,29268883,2910376,0,0,0,0,0,362516,0,,100.0,,,
3389,209620976,SUPERMANx,IV,3924,30277007,2999372,0,0,0,0,0,1075,0,,100.0,,,
3402,210432676,24 X҉  Qhà,IV,3924,20282333,100917,0,0,0,0,0,761,0,,100.0,,,
3411,210266508,MauritiusVictus,IV,3924,29556342,4480924,0,0,0,0,0,82466,0,,100.0,,,
3657,209843396,ᶲLe Trong Tan,IV,3924,24027634,0,0,0,0,0,0,0,0,,,,,
3690,210403265,SlowZ06guy,IV,3924,21898746,2033651,0,0,0,0,0,449,0,,100.0,,,
3815,210443073,ᴿᵂDMAᴿᵂ,IV,3924,22534611,2254229,11522,0,0,0,0,1633,0,,100.0,,,
3863,209842652,Burak3523,IV,3924,20838688,1564803,0,0,0,0,0,1822,0,,100.0,,,
4138,209250126,24 X҉   Sharky,IV,3924,24562297,325248,0,0,0,0,0,108603,0,,100.0,,,
4207,210245347,Szoboslai8,IV,3924,21023323,60704,0,0,0,0,0,1776,0,,100.0,,,
4250,207934863,Hockeye,IV,3924,26228776,0,0,0,0,0,0,0,0,,,,,
4254,209829051,24 X҉ Hexxy,IV,3924,25208050,0,0,0,0,0,0,0,0,,100.0,,,
4302,209833637,MANCH,IV,3924,28392234,1095570,0,0,0,0,0,2361,0,,100.0,,,
4343,209916577,24 X҉  Don,IV,3924,21951150,0,0,0,0,0,0,0,0,,,,,
4723,210258071,znic,IV,3924,22171533,1993507,0,0,0,0,0,21023,0,,100.0,,,
4724,209829717,24 X҉ Ikigai,IV,3924,27177586,0,0,0,0,0,0,0,0,,,,,
4775,209828773,24 X҉炎Dawn,IV,3924,45178013,0,0,0,0,0,0,0,0,,,,,
4983,209880540,24 X҉ GRUbiYan,IV,3924,20012773,0,0,0,0,0,0,0,0,,100.0,,,
4997,209696150,zia tok,IV,3924,20571909,0,0,0,0,0,0,0,0,,,,,
5071,209989088,24X҉ Alexander,IV,3924,23418684,0,0,0,0,0,0,0,0,,,,,
5124,209172696,Lollo filler 1,IV,3924,33073370,1297124,0,0,0,0,0,3897,0,,100.0,,,
5132,208174479,RW ALEXANAH,IV,3924,23569402,70494,0,0,0,0,0,0,0,,100.0,,,
5149,210371866,24 X҉ KAAN,IV,3924,42663148,0,0,0,0,0,0,0,0,,100.0,,,
5215,208008607,F4rhan Fill,IV,3924,21805127,0,0,0,0,0,0,0,0,,,,,
5235,209902500,бронсон,IV,3924,22533202,0,0,0,0,0,0,0,0,,,,,
5247,209830443,BellumDux,IV,3924,23346084,0,0,0,0,0,0,0,0,,100.0,,,
5259,209837225,iXx,IV,3924,26431484,327769,0,0,0,0,0,0,0,,100.0,,,
5278,210679087,Mitsumia,IV,3924,20663691,2138467,0,0,0,0,0,25366,0,,100.0,,,
5322,210253596,ᴳᴺAURELIUS,IV,3924,28959207,182405,0,0,0,0,0,0,0,,100.0,,,
5345,210402077,24 X҉   NKN,IV,3924,22611198,0,0,0,0,0,0,0,0,,100.0,,,
5354,207434370,ᴾᴵTorenzik,IV,3924,38994474,134392,0,0,0,0,0,0,0,,100.0,,,
5360,209502377,ᵍˢkraM,IV,3924,24638780,0,0,0,0,0,0,0,0,,100.0,,,
5440,210432841,Nunm,IV,3924,20733089,0,0,0,0,0,0,0,0,,,,,
5445,207692611,RW It is I,IV,3924,33880354,4909184,0,0,0,0,0,15929,0,,100.0,,,
5849,210806310,Jaehaerys 1er,IV,3924,21676501,1454448,0,0,0,0,0,11984,0,,100.0,,,
5861,208850800,24 X҉ 도주이득,IV,3924,26177030,0,0,0,0,0,0,0,0,,100.0,,,
5863,210888570,Fozzie 3,IV,3924,20931240,1477684,0,0,0,0,0,0,0,,100.0,,,
5890,209245175,Pikachu br,IV,3924,25748530,0,0,0,0,0,0,0,0,,,,,
5898,210249125,Gopq,IV,3924,29397325,1743288,0,0,0,0,0,58578,0,,100.0,,,
5899,210372545,ᴾᴱStonəy,IV,3924,20674879,81000,0,0,0,0,0,740,0,,100.0,,,
6006,212579837,Đệtamfamr,IV,3924,28266437,2040820,0,0,0,0,0,846,0,,100.0,,,
6159,210399669,bySel,IV,3924,22869442,0,0,0,0,0,0,0,0,,,,,
6192,209837031,24 X҉  ЫЫЫ,IV,3924,27842755,0,0,0,0,0,0,0,0,,100.0,,,
6218,209267900,karipapkentang,IV,3924,24427152,0,0,0,0,0,0,0,0,,,,,
6390,210295752,24 X҉Camelotik,IV,3924,23951412,0,0,0,0,0,0,0,0,,100.0,,,
6410,209926937,우라차차,IV,3924,23528433,2856545,0,0,0,0,0,39899,0,,100.0,,,
6414,210376802,かかってこい,IV,3924,20231619,0,0,0,0,0,0,0,0,,100.0,,,
6498,208183840,Third Option,IV,3924,23624545,1740876,0,0,0,0,0,0,0,,100.0,,,
6518,207423496,F4RHAN,IV,3924,29335448,0,0,0,0,0,0,0,0,,,,,
6568,210584534,Ryyysiek 2,IV,3924,22360048,1548503,0,0,0,0,0,688,0,,100.0,,,
6617,210433741,24 X҉ Palomon,IV,3924,23678544,0,0,0,0,0,0,0,0,,,,,
6644,207501113,24 X҉  Hyra ツ,IV,3924,26197188,0,0,0,0,0,0,0,0,,,,,
6672,206974141,ᴳᴴKaiO,IV,3924,28175245,1280972,0,0,0,0,0,171254,0,,100.0,,,
6719,209836261,ᶲ Lady D,IV,3924,24303438,3185413,0,0,0,0,0,69079,0,,100.0,,,
6731,210330736,Charli300,IV,3924,22806239,2014215,0,0,0,0,0,750,0,,100.0,,,
6788,211892788,ᶲJW4101 Farma,IV,3924,21840907,2764620,0,0,0,0,0,87966,0,,100.0,,,
6828,210406006,Lw小哲,IV,3924,26457555,0,0,0,0,0,0,0,0,,100.0,,,
6906,211209147,24 X҉   AxeTR,IV,3924,28085576,0,0,0,0,0,0,0,0,,,,,
6955,209112837,ᶲAKa Rùa,IV,3924,20725041,750557,0,0,0,0,0,3236,0,,100.0,,,
6979,210396149,MozzA,IV,3924,22609674,0,0,0,0,0,0,0,0,,,,,
6987,210750053,KristianCor,IV,3924,26639968,871398,0,0,0,0,0,2558,0,,100.0,,,
6991,209864074,24 X҉ Erass,IV,3924,28165649,0,0,0,0,0,0,0,0,,100.0,,,
6992,209906026,24 X҉   Tuấn,IV,3924,24454032,0,0,0,0,0,0,0,0,,100.0,,,
7104,209837719,24 X҉   メScarメ,IV,3924,26620542,0,0,0,0,0,0,0,0,,100.0,,,
7165,210313435,Aldo247,IV,3924,23886342,3477780,0,0,0,0,0,132786,0,,100.0,,,
7186,210393177,tao nè vn,IV,3924,26514008,2449506,0,0,0,0,0,100043,0,,100.0,,,
7252,207889100,ᴿᵂOne Eye,IV,3924,24626039,0,0,0,0,0,0,0,0,,100.0,,,
7375,207688109,RWxLoneStar,IV,3924,21806060,2529751,0,0,0,0,0,107319,0,,100.0,,,
7392,209881387,۷ɛƈŋą,IV,3924,25305367,0,0,0,0,0,0,0,0,,,,,
7434,207748792,ᴷᴰ NirF,IV,3924,29153983,1290649,0,0,0,0,0,42918,0,,100.0,,,
7481,209762988,ᴰᵀŞahmar,IV,3924,20146389,671368,0,0,0,0,0,1757,0,,100.0,,,
7517,209843352,24 X tafger,IV,3924,25833690,0,0,0,0,0,0,0,0,,,,,
7532,206971212,24 X҉  ʙuᴅa,IV,3924,34743763,513237,0,0,0,0,0,2334,0,,100.0,,,
7580,209265582,Lee Lovely F,IV,3924,27265216,103852,0,0,0,0,0,23463,0,,100.0,,,
7757,205283625,24 X҉  OBITO,IV,3924,20084910,0,0,0,0,0,0,0,0,,,,,
7787,206967436,KATSOUTA,IV,3924,29072635,0,0,0,0,0,0,0,0,,100.0,,,
7845,209601440,ᵍˢSeth,IV,3924,28951352,0,0,0,0,0,0,0,0,,,,,
7900,208313590,Jack メ Mengocok,IV,3924,29043416,3400,0,0,0,0,0,0,0,,100.0,,,
7911,208649830,ᶲMrFoolsDay,IV,3924,25855788,0,0,0,0,0,0,0,0,,100.0,,,
8068,211557716,ᴰᴾCyanide,IV,3924,22876350,2461898,0,0,0,0,0,0,0,,100.0,,,
8105,209619554,ᴹᴰDoC OcK,IV,3924,49406778,96300,0,0,0,0,0,0,0,,100.0,,,
